id,object_a,object_b,aspect,sentence,most_frequent_label
26-35,it,nan,shake,"Rather , it boosts the ISO ( or light sensitivity ) so that faster shutter speeds are used making the shake less noticeable ( at the expense of more noise or `` graininess '' ) .",better
26-35,nan,it,shake,"Rather , it boosts the ISO ( or light sensitivity ) so that faster shutter speeds are used making the shake less noticeable ( at the expense of more noise or `` graininess '' ) .",worse
26-40,it,the Casio 's CCD shift method,nan,The Canon SD800 IS uses the optical element shift ( optical image stabilization ) and it works quite well ( although not really any better than the Casio 's CCD shift method ) .,worse
26-40,the Casio 's CCD shift method,it,nan,The Canon SD800 IS uses the optical element shift ( optical image stabilization ) and it works quite well ( although not really any better than the Casio 's CCD shift method ) .,better
261-1,the 40D,nan,optical sensor,"The Bottom Line If you want the larger 2.5 '' LCD , then by all means buy this camera , otherwise , wait until the 40D to come out next year with a bigger optical sensor .",better
261-1,nan,the 40D,optical sensor,"The Bottom Line If you want the larger 2.5 '' LCD , then by all means buy this camera , otherwise , wait until the 40D to come out next year with a bigger optical sensor .",worse
261-1,this camera,nan,LCD,"The Bottom Line If you want the larger 2.5 '' LCD , then by all means buy this camera , otherwise , wait until the 40D to come out next year with a bigger optical sensor .",better
261-1,nan,this camera,LCD,"The Bottom Line If you want the larger 2.5 '' LCD , then by all means buy this camera , otherwise , wait until the 40D to come out next year with a bigger optical sensor .",worse
261-100,this camera,none,image quality,The image quality of this camera is second to none .,better
261-100,none,this camera,image quality,The image quality of this camera is second to none .,worse
261-102,a 2.0 megapixel camera,this camera,image quality,Of course you will not be able tell a difference between the image quality of a 2.0 megapixel camera versus this camera ( if you use the same lens and processor ) when you print out on a 4x6 .,same
261-102,this camera,a 2.0 megapixel camera,image quality,Of course you will not be able tell a difference between the image quality of a 2.0 megapixel camera versus this camera ( if you use the same lens and processor ) when you print out on a 4x6 .,same
261-103,this camera,nan,clarity,"However , on large images that span the size of larger pictures , you will not be able to rival the clarity and crispness of this camera .",better
261-103,nan,this camera,clarity,"However , on large images that span the size of larger pictures , you will not be able to rival the clarity and crispness of this camera .",worse
261-103,this camera,nan,crispness,"However , on large images that span the size of larger pictures , you will not be able to rival the clarity and crispness of this camera .",better
261-103,nan,this camera,crispness,"However , on large images that span the size of larger pictures , you will not be able to rival the clarity and crispness of this camera .",worse
261-113,this,none,functionally,"Overall , this is a great camera with all its functionally and performance that is second to none ( except maybe its bigger brothers the Canon 5D and 1DS Mark II ) .",better
261-113,none,this,functionally,"Overall , this is a great camera with all its functionally and performance that is second to none ( except maybe its bigger brothers the Canon 5D and 1DS Mark II ) .",worse
261-113,this,none,performance,"Overall , this is a great camera with all its functionally and performance that is second to none ( except maybe its bigger brothers the Canon 5D and 1DS Mark II ) .",better
261-113,none,this,performance,"Overall , this is a great camera with all its functionally and performance that is second to none ( except maybe its bigger brothers the Canon 5D and 1DS Mark II ) .",worse
261-22,the 30D,the 20D,size,The overall size of the 30D is very much the same size as the 20D .,same
261-22,the 20D,the 30D,size,The overall size of the 30D is very much the same size as the 20D .,same
261-26,the 20D,nan,body,"Like the 20D , the body is made out of magnesium skeleton surrounded by a layer of gritty plastic .",same
261-26,nan,the 20D,body,"Like the 20D , the body is made out of magnesium skeleton surrounded by a layer of gritty plastic .",same
261-28,The second LCD panel,the 20D,nan,"The second LCD panel on top of the camera remained the same as the 20D , wherein , it displays the exposure , f/stop , white balance , battery charge indicator , file size , and other various features .",same
261-28,the 20D,The second LCD panel,nan,"The second LCD panel on top of the camera remained the same as the 20D , wherein , it displays the exposure , f/stop , white balance , battery charge indicator , file size , and other various features .",same
261-33,this new Canon 30D,the 20D,battery,The great thing about this new Canon 30D is that it still uses the BP-511A battery that is still used by the 20D and the Digital Rebel .,same
261-33,the 20D,this new Canon 30D,battery,The great thing about this new Canon 30D is that it still uses the BP-511A battery that is still used by the 20D and the Digital Rebel .,same
261-33,this new Canon 30D,the Digital Rebel,battery,The great thing about this new Canon 30D is that it still uses the BP-511A battery that is still used by the 20D and the Digital Rebel .,same
261-33,the Digital Rebel,this new Canon 30D,battery,The great thing about this new Canon 30D is that it still uses the BP-511A battery that is still used by the 20D and the Digital Rebel .,same
261-35,The Canon 30D,the 20D,BG-E2 battery grip,The Canon 30D can have the BG-E2 battery grip like the 20D .,same
261-35,the 20D,The Canon 30D,BG-E2 battery grip,The Canon 30D can have the BG-E2 battery grip like the 20D .,same
261-39,the Canon 20D,the 30D,Digic II optical sensor,"Like the Canon 20D , the 30D still use the Digic II optical sensor , which allow unbelievable color saturation and contrast .",same
261-39,the 30D,the Canon 20D,Digic II optical sensor,"Like the Canon 20D , the 30D still use the Digic II optical sensor , which allow unbelievable color saturation and contrast .",same
261-42,the 30D,the 20D,buffer depth,"One of the improvements with the 30D vs the 20D is the buffer depth , which means the start time is literally instanteous , which is really not that noticeable from the 20D , since the 20D starts pretty darn fast to begin with .",better
261-42,the 20D,the 30D,buffer depth,"One of the improvements with the 30D vs the 20D is the buffer depth , which means the start time is literally instanteous , which is really not that noticeable from the 20D , since the 20D starts pretty darn fast to begin with .",worse
261-43,the 20D,30D,the subframe,The fact that the subframe of both the 20D and 30D are made of magnesium is pretty impressive .,same
261-43,30D,the 20D,the subframe,The fact that the subframe of both the 20D and 30D are made of magnesium is pretty impressive .,same
261-49,Canon Rebel XT,this camera,feels,"Unlike the Canon Rebel XT and XTi , this camera feels really nice in your hands .",worse
261-49,this camera,Canon Rebel XT,feels,"Unlike the Canon Rebel XT and XTi , this camera feels really nice in your hands .",better
261-49,XTi,this camera,feels,"Unlike the Canon Rebel XT and XTi , this camera feels really nice in your hands .",worse
